"County
Number","District
Number","School
Number","County
Name",District Name,School Name,Enrollment,Number tested,"Percent
tested","Average
score",Total scores above 21,Percent scores above 21,,,
36,67678,3631587,San Bernardino,Chino Valley Unified,Boys Republic High,74,0,0,    0,       0,     0.0,,,
36,67678,3631769,San Bernardino,Chino Valley Unified,Buena Vista Continuation High,204,0,0,    0,       0,     0.0,,,
36,67678,3632502,San Bernardino,Chino Valley Unified,Chino Senior High,621,22,3.5,    22.1,      15,     2.4,,,
36,67686,3630399,San Bernardino,Colton Joint Unified,Washington High (Alter.),73,0,0,    0,       0,     0.0,,,
36,67686,3631322,San Bernardino,Colton Joint Unified,Bloomington High,394,25,6.3,    18.8,       9,     2.3,,,
36,67686,3632742,San Bernardino,Colton Joint Unified,Colton High,589,70,11.9,    17.1,       9,     1.5,,,
36,67686,3636131,San Bernardino,Colton Joint Unified,Slover Mountain High (Cont.),21,0,0,    0,       0,     0.0,,,
36,67710,3630019,San Bernardino,Fontana Unified,Birch High (Cont.),34,0,0,    0,       0,     0.0,,,
36,67710,3630480,San Bernardino,Fontana Unified,Citrus High (Cont.),103,0,0,    0,       0,     0.0,,,
36,67710,3630555,San Bernardino,Fontana Unified,Fontana Miller (A.B.) High,728,27,3.7,    19.3,       9,     1.2,,,
36,67710,3630902,San Bernardino,Fontana Unified,Kaiser (Henry J.) High,592,49,8.3,    16.9,       6,     1.0,,,
36,67710,3633302,San Bernardino,Fontana Unified,Fontana High,654,24,3.7,    19.7,       8,     1.2,,,
36,67777,3630209,San Bernardino,Morongo Unified,Monument Alternative/Continuat,12,0,0,    0,       0,     0.0,,,
36,67777,3630217,San Bernardino,Morongo Unified,Sky Alternative/Continuation,24,0,0,    0,       0,     0.0,,,
36,67777,3636743,San Bernardino,Morongo Unified,Twentynine Palms High,155,5,3.2,NA,NA,NA,,,
36,67777,3638616,San Bernardino,Morongo Unified,Yucca Valley High,287,32,11.1,    23.0,      25,     8.7,,,
36,67801,3630266,San Bernardino,Needles Unified,Educational Training Center (Cont),4,0,0,    0,       0,     0.0,,,
36,67801,3634169,San Bernardino,Needles Unified,Needles Senior High,58,4,6.9,NA,NA,NA,,,
36,67827,3631041,San Bernardino,Oro Grande Elementary,California Charter Academy of Oro Grande,127,0,0,    0,       0,     0.0,,,
36,67843,3630779,San Bernardino,Redlands Unified,Redlands East Valley High,709,76,10.7,    21.8,      45,     6.3,,,
36,67843,3630928,San Bernardino,Redlands Unified,Grove High,20,9,45,NA,NA,NA,,,
36,67843,3634995,San Bernardino,Redlands Unified,Orangewood High (Cont.),200,0,0,    0,       0,     0.0,,,
36,67843,3635042,San Bernardino,Redlands Unified,Redlands Senior High,638,98,15.4,    23.5,      71,    11.1,,,
36,67850,3630159,San Bernardino,Rialto Unified,Milor Continuation High,46,0,0,    0,       0,     0.0,,,
36,67850,3630530,San Bernardino,Rialto Unified,Zupanic (Charles) High (Alter. Ed.),40,0,0,    0,       0,     0.0,,,
36,67850,3630597,San Bernardino,Rialto Unified,Rialto High,719,19,2.6,    18.1,       4,     0.6,,,
36,67850,3633005,San Bernardino,Rialto Unified,Eisenhower Senior High,623,24,3.9,    18.0,       6,     1.0,,,
36,67868,3630241,San Bernardino,Rim of the World Unified,Mountain High (Cont.),37,0,0,    0,       0,     0.0,,,
36,67868,3635265,San Bernardino,Rim of the World Unified,Rim of the World High,386,39,10.1,    22.2,      23,     6.0,,,
36,67876,3630308,San Bernardino,San Bernardino City Unified,San Andreas High (Cont.),96,0,0,    0,       0,     0.0,,,
36,67876,3630548,San Bernardino,San Bernardino City Unified,Alternative Learning Center,23,0,0,    0,       0,     0.0,,,
36,67876,3630993,San Bernardino,San Bernardino City Unified,PAL Academy,11,0,0,    0,       0,     0.0,,,
36,67876,3631082,San Bernardino,San Bernardino City Unified,Arroyo Valley High School,1,0,0,    0,       0,     0.0,,,
36,67876,3632221,San Bernardino,San Bernardino City Unified,Cajon High,537,34,6.3,    19.9,      14,     2.6,,,
36,67876,3632809,San Bernardino,San Bernardino City Unified,Sierra High (Cont.),67,0,0,    0,       0,     0.0,,,
36,67876,3634680,San Bernardino,San Bernardino City Unified,Pacific High,389,23,5.9,    19.3,       8,     2.1,,,
36,67876,3635844,San Bernardino,San Bernardino City Unified,San Bernardino High,499,22,4.4,    19.4,       7,     1.4,,,
36,67876,3636081,San Bernardino,San Bernardino City Unified,San Gorgonio High,543,32,5.9,    19.5,      12,     2.2,,,
36,67892,3636487,San Bernardino,Trona Joint Unified,Trona High,19,0,0,    0,       0,     0.0,,,
36,67934,3630100,San Bernardino,Victor Valley Union High,Goodwill High (Cont.),24,0,0,    0,       0,     0.0,,,
36,67934,3630670,San Bernardino,Victor Valley Union High,Options for Youth-Victorville Char,188,0,0,    0,       0,     0.0,,,
36,67934,3630761,San Bernardino,Victor Valley Union High,Excelsior Education Center (Char),188,1,0.5,NA,NA,NA,,,
36,67934,3630787,San Bernardino,Victor Valley Union High,Silverado High,528,22,4.2,    21.4,      12,     2.3,,,
36,67934,3638012,San Bernardino,Victor Valley Union High,Victor Valley High,383,17,4.4,    22.5,      11,     2.9,,,
36,67959,3633351,San Bernardino,Yucaipa-Calimesa Jt. Unified,Green Valley High (Cont.),37,0,0,    0,       0,     0.0,,,
36,67959,3638509,San Bernardino,Yucaipa-Calimesa Jt. Unified,Yucaipa High,596,47,7.9,    21.5,      25,     4.2,,,
36,73858,3630076,San Bernardino,Baker Valley Unified,Baker High,14,0,0,    0,       0,     0.0,,,
36,73890,3630274,San Bernardino,Silver Valley Unified,Silver Valley High,91,11,12.1,    23.2,       8,     8.8,,,
36,73890,3630282,San Bernardino,Silver Valley Unified,Calico Continuation High,11,0,0,    0,       0,     0.0,,,
36,73890,3631199,San Bernardino,Silver Valley Unified,Silver Valley Academy,2,0,0,    0,       0,     0.0,,,
36,73957,3630233,San Bernardino,Snowline Joint Unified,Serrano High,414,10,2.4,NA,NA,NA,,,
36,73957,3630365,San Bernardino,Snowline Joint Unified,Chaparral High (Cont.),19,0,0,    0,       0,     0.0,,,
36,73957,3630589,San Bernardino,Snowline Joint Unified,Desert View Independent (Altern.),28,0,0,    0,       0,     0.0,,,
36,73957,3630936,San Bernardino,Snowline Joint Unified,California Charter Academy,75,0,0,    0,       0,     0.0,,,
36,73957,3631033,San Bernardino,Snowline Joint Unified,California Charter Academy Affiliate Programs,286,0,0,    0,       0,     0.0,,,
36,73957,3631108,San Bernardino,Snowline Joint Unified,Eagle Summit Community Day School,3,0,0,    0,       0,     0.0,,,
36,75044,3630407,San Bernardino,Hesperia Unified,Hesperia High,397,23,5.8,    19.5,      11,     2.8,,,
36,75044,3630472,San Bernardino,Hesperia Unified,Mojave High (Cont.),84,0,0,    0,       0,     0.0,,,
36,75044,3630746,San Bernardino,Hesperia Unified,Sultana High,451,57,12.6,    22.2,      38,     8.4,,,
36,75044,3630811,San Bernardino,Hesperia Unified,Desert Trails High (Alternative),20,0,0,    0,       0,     0.0,,,
36,75051,3630563,San Bernardino,Lucerne Valley Unified,Lucerne Valley High,59,0,0,    0,       0,     0.0,,,
36,75051,3630696,San Bernardino,Lucerne Valley Unified,Mountain View High (Cont.),9,0,0,    0,       0,     0.0,,,
36,75051,3630795,San Bernardino,Lucerne Valley Unified,Lucerne Valley Community Day,1,0,0,    0,       0,     0.0,,,
36,75069,3630456,San Bernardino,Upland Unified,Hillside High (Cont.),151,0,0,    0,       0,     0.0,,,
36,75069,3637584,San Bernardino,Upland Unified,Upland High,811,41,5.1,    22.5,      27,     3.3,,,
36,75069,6113427,San Bernardino,Upland Unified,Options for Youth - Upland Charter,106,0,0,    0,       0,     0.0,,,
36,75077,3630423,San Bernardino,Apple Valley Unified,Apple Valley High,414,19,4.6,    21.8,      10,     2.4,,,
36,75077,3630464,San Bernardino,Apple Valley Unified,Willow Park High (Cont.),23,0,0,    0,       0,     0.0,,,
36,75077,3630894,San Bernardino,Apple Valley Unified,Granite Hills High,396,17,4.3,    23.4,      13,     3.3,,,
36,75077,3631009,San Bernardino,Apple Valley Unified,Apple Valley Alternative Educational Center,14,0,0,    0,       0,     0.0,,,
36,75077,3631207,San Bernardino,Apple Valley Unified,Academy for Academic Excellence,56,0,0,    0,       0,     0.0,,,
37,10371,1996545,San Diego,San Diego Co. Office of Education,Discovery Valley School,2,0,0,    0,       0,     0.0,,,
37,10371,3730710,San Diego,San Diego Co. Office of Education,San Diego County Juvenile Court,71,0,0,    0,       0,     0.0,,,
37,10371,3731403,San Diego,San Diego Co. Office of Education,South Costal Community Day Schools,3,0,0,    0,       0,     0.0,,,
37,10371,3731411,San Diego,San Diego Co. Office of Education,Metro Region Community Day Schools,4,0,0,    0,       0,     0.0,,,
37,10371,3731445,San Diego,San Diego Co. Office of Education,South and East Community Day Schools,1,0,0,    0,       0,     0.0,,,
37,10371,3731510,San Diego,San Diego Co. Office of Education,Summit Schools,114,1,0.9,NA,NA,NA,,,
37,67975,3731577,San Diego,Bonsall Union Elementary,Bonsall Charter Academy for Learning,4,0,0,    0,       0,     0.0,,,
37,67983,3730447,San Diego,Borrego Springs Unified,Borrego Springs High,27,0,0,    0,       0,     0.0,,,
37,68031,3731122,San Diego,Coronado Unified,Palm Academy for Learning (Cont),1,0,0,    0,       0,     0.0,,,
37,68031,3731478,San Diego,Coronado Unified,Coronado High,216,30,13.9,    24.1,      23,    10.6,,,
37,68049,6119564,San Diego,Dehesa Elementary,Dehesa Charter School,26,0,0,    0,       0,     0.0,,,
37,68106,3730058,San Diego,Escondido Union High,San Pasqual High,499,63,12.6,    21.7,      36,     7.2,,,
37,68106,3730744,San Diego,Escondido Union High,Center City High (Alt),138,0,0,    0,       0,     0.0,,,
37,68106,3731023,San Diego,Escondido Union High,Escondido Charter High,225,5,2.2,NA,NA,NA,,,
37,68106,3732054,San Diego,Escondido Union High,Valley High (Cont.),196,0,0,    0,       0,     0.0,,,
37,68106,3732062,San Diego,Escondido Union High,Escondido High,430,7,1.6,NA,NA,NA,,,
37,68106,3735313,San Diego,Escondido Union High,Orange Glen High,446,43,9.6,    20.4,      23,     5.2,,,
37,68122,3730967,San Diego,Fallbrook Union High,Oasis High (Alter.),32,0,0,    0,       0,     0.0,,,
37,68122,3732179,San Diego,Fallbrook Union High,Fallbrook High,591,59,10,    23.2,      43,     7.3,,,
37,68122,3732195,San Diego,Fallbrook Union High,Ivy High (Cont.),41,0,0,    0,       0,     0.0,,,
37,68130,3730066,San Diego,Grossmont Union High,Valhalla High,583,140,24,    23.8,     115,    19.7,,,
37,68130,3730702,San Diego,Grossmont Union High,West Hills High,524,72,13.7,    23.2,      55,    10.5,,,
37,68130,3731270,San Diego,Grossmont Union High,Gateway Community Day,2,0,0,    0,       0,     0.0,,,
37,68130,3731486,San Diego,Grossmont Union High,Viking Center,7,0,0,    0,       0,     0.0,,,
37,68130,3731494,San Diego,Grossmont Union High,Work Training Center,55,0,0,    0,       0,     0.0,,,
37,68130,3731536,San Diego,Grossmont Union High,Grossmont Milddle College High,32,0,0,    0,       0,     0.0,,,
37,68130,3731692,San Diego,Grossmont Union High,El Cajon Valley High,333,38,11.4,    18.6,      12,     3.6,,,
37,68130,3731809,San Diego,Grossmont Union High,El Capitan High,428,40,9.3,    21.4,      25,     5.8,,,
37,68130,3732336,San Diego,Grossmont Union High,Granite Hills High,672,156,23.2,    22.9,     104,    15.5,,,
37,68130,3732559,San Diego,Grossmont Union High,Chaparral High (Cont.),37,0,0,    0,       0,     0.0,,,
37,68130,3732625,San Diego,Grossmont Union High,Grossmont High,454,49,10.8,    23.5,      33,     7.3,,,
37,68130,3732732,San Diego,Grossmont Union High,Helix High,491,73,14.9,    20.8,      38,     7.7,,,
37,68130,3734548,San Diego,Grossmont Union High,Monte Vista High,425,87,20.5,    20.6,      43,    10.1,,,
37,68130,3734761,San Diego,Grossmont Union High,Mount Miguel High,439,16,3.6,    19.9,       7,     1.6,,,
37,68130,3737905,San Diego,Grossmont Union High,Santana High,404,12,3,    23.6,      10,     2.5,,,
37,68130,3738077,San Diego,Grossmont Union High,Special Education Program,32,0,0,    0,       0,     0.0,,,
37,68130,3739000,San Diego,Grossmont Union High,Phoenix High (Alter.),61,0,0,    0,       0,     0.0,,,
37,68163,3731239,San Diego,Julian Union Elementary,Julian Charter,63,3,4.8,NA,NA,NA,,,
37,68171,3731254,San Diego,Julian Union High,Eagles Peak Charter,638,1,0.2,NA,NA,NA,,,
37,68171,3733219,San Diego,Julian Union High,Julian High,54,11,20.4,    22.7,       9,    16.7,,,
37,68189,3731072,San Diego,Lakeside Union Elementary,River Valley Charter,21,0,0,    0,       0,     0.0,,,
37,68213,3730934,San Diego,Mountain Empire Unified,Campo High (Cont.),1,0,0,    0,       0,     0.0,,,
37,68213,3730991,San Diego,Mountain Empire Unified,Hillside Jr/Sr High (Alt),11,0,0,    0,       0,     0.0,,,
37,68213,3734878,San Diego,Mountain Empire Unified,Mountain Empire High,94,16,17,    19.8,       6,     6.4,,,
37,68296,3730074,San Diego,Poway Unified,Mt. Carmel High,893,187,20.9,    24.0,     136,    15.2,,,
37,68296,3730819,San Diego,Poway Unified,Rancho Bernardo High,766,196,25.6,    24.5,     154,    20.1,,,
37,68296,3735842,San Diego,Poway Unified,Abraxas Continuation High,227,1,0.4,NA,NA,NA,,,
37,68296,3735867,San Diego,Poway Unified,Poway High,751,133,17.7,    23.7,     105,    14.0,,,
37,68304,3731353,San Diego,Ramona City Unified,Ramona Unified Community Day,6,0,0,    0,       0,     0.0,,,
37,68304,3735958,San Diego,Ramona City Unified,Montecito High (Cont.),25,1,4,NA,NA,NA,,,
37,68304,3735974,San Diego,Ramona City Unified,Ramona High,460,13,2.8,    25.3,      11,     2.4,,,
37,68304,6106264,San Diego,Ramona City Unified,Ramona Community,13,0,0,    0,       0,     0.0,,,
37,68338,3730116,San Diego,San Diego Unified,Muir (John),10,3,30,NA,NA,NA,,,
37,68338,3730173,San Diego,San Diego Unified,Serra Senior High,371,61,16.4,    20.4,      29,     7.8,,,
37,68338,3730181,San Diego,San Diego Unified,Mira Mesa Senior High,568,44,7.7,    21.5,      23,     4.0,,,
37,68338,3730231,San Diego,San Diego Unified,Twain Junior/Senior High (Cont.),58,0,0,    0,       0,     0.0,,,
37,68338,3730314,San Diego,San Diego Unified,University City High,336,39,11.6,    21.5,      21,     6.3,,,
37,68338,3730348,San Diego,San Diego Unified,Gompers Secondary,98,26,26.5,    18.8,       7,     7.1,,,
37,68338,3730363,San Diego,San Diego Unified,Home and Hospital Instruction,51,0,0,    0,       0,     0.0,,,
37,68338,3730371,San Diego,San Diego Unified,San Diego School of Creative & Performing Art,178,37,20.8,    19.7,      16,     9.0,,,
37,68338,3730751,San Diego,San Diego Unified,Mt Everest Academy,8,0,0,    0,       0,     0.0,,,
37,68338,3730876,San Diego,San Diego Unified,Youth Oppor. Unlimited Sec. (Alter Ed.),55,1,1.8,NA,NA,NA,,,
37,68338,3730884,San Diego,San Diego Unified,Scripps Ranch High,453,83,18.3,    22.7,      54,    11.9,,,
37,68338,3730959,San Diego,San Diego Unified,Charter School of San Diego,272,7,2.6,NA,NA,NA,,,
37,68338,3731130,San Diego,San Diego Unified,Alt. Learn for Behav. & Att. (Comm. Day),7,0,0,    0,       0,     0.0,,,
37,68338,3731213,San Diego,San Diego Unified,Clairemont Senior High,257,41,16,    20.7,      21,     8.2,,,
37,68338,3731247,San Diego,San Diego Unified,High Tech High,44,18,40.9,    23.9,      12,    27.3,,,
37,68338,3731320,San Diego,San Diego Unified,Cortez Hill Academy,12,1,8.3,NA,NA,NA,,,
37,68338,3731395,San Diego,San Diego Unified,Audeo Charter,3,0,0,    0,       0,     0.0,,,
37,68338,3731585,San Diego,San Diego Unified,Crawford Senior High,302,31,10.3,    17.6,       7,     2.3,,,
37,68338,3732781,San Diego,San Diego Unified,Henry Senior High,465,49,10.5,    22.6,      32,     6.9,,,
37,68338,3732997,San Diego,San Diego Unified,Hoover Senior High,339,51,15,    16.6,       4,     1.2,,,
37,68338,3733326,San Diego,San Diego Unified,Kearny Senior High,318,41,12.9,    19.5,      12,     3.8,,,
37,68338,3733508,San Diego,San Diego Unified,La Jolla Senior High,364,69,19,    25.4,      61,    16.8,,,
37,68338,3733581,San Diego,San Diego Unified,Lincoln Senior High,150,42,28,    16.3,       2,     1.3,,,
37,68338,3733698,San Diego,San Diego Unified,Madison Senior High,280,10,3.6,NA,NA,NA,,,
37,68338,3734431,San Diego,San Diego Unified,Mission Bay Senior High,309,25,8.1,    20.0,      14,     4.5,,,
37,68338,3734654,San Diego,San Diego Unified,Morse Senior High,643,82,12.8,    19.5,      36,     5.6,,,
37,68338,3735750,San Diego,San Diego Unified,Point Loma Senior High,395,72,18.2,    23.4,      52,    13.2,,,
37,68338,3737152,San Diego,San Diego Unified,San Diego Senior High,456,47,10.3,    20.8,      25,     5.5,,,
37,68338,3737962,San Diego,San Diego Unified,Garfield High (Cont.),134,1,0.7,NA,NA,NA,,,
37,68338,6040083,San Diego,San Diego Unified,Riley (Special Day),8,0,0,    0,       0,     0.0,,,
37,68346,3730033,San Diego,San Dieguito Union High,Torrey Pines High,732,208,28.4,    24.7,     169,    23.1,,,
37,68346,3730769,San Diego,San Dieguito Union High,North Coast Alternative High,46,0,0,    0,       0,     0.0,,,
37,68346,3731007,San Diego,San Dieguito Union High,La Costa Canyon High,626,226,36.1,    23.9,     171,    27.3,,,
37,68346,3737384,San Diego,San Dieguito Union High,Sunset High (Cont.),26,4,15.4,NA,NA,NA,,,
37,68346,3737418,San Diego,San Dieguito Union High,San Dieguito High Academy,316,95,30.1,    23.0,      67,    21.2,,,
37,68411,3730124,San Diego,Sweetwater Union High,Southwest Senior High,493,107,21.7,    17.5,      25,     5.1,,,
37,68411,3730405,San Diego,Sweetwater Union High,Bonita Vista Senior High,664,128,19.3,    21.9,      77,    11.6,,,
37,68411,3730801,San Diego,Sweetwater Union High,Castle Park Senior High,472,32,6.8,    19.2,      10,     2.1,,,
37,68411,3730843,San Diego,Sweetwater Union High,Eastlake High,612,121,19.8,    21.2,      64,    10.5,,,
37,68411,3731064,San Diego,Sweetwater Union High,Chula Vista Senior High,622,95,15.3,    18.2,      25,     4.0,,,
37,68411,3731155,San Diego,Sweetwater Union High,Options Secondary (Alt),45,1,2.2,NA,NA,NA,,,
37,68411,3731205,San Diego,Sweetwater Union High,Fifth Avenue Academy,5,0,0,    0,       0,     0.0,,,
37,68411,3731304,San Diego,Sweetwater Union High,MAAC Community Charter,10,0,0,    0,       0,     0.0,,,
37,68411,3731460,San Diego,Sweetwater Union High,Alta Vista Academy,2,0,0,    0,       0,     0.0,,,
37,68411,3731502,San Diego,Sweetwater Union High,San Ysidro High,8,0,0,    0,       0,     0.0,,,
37,68411,3732047,San Diego,Sweetwater Union High,Palomar High (Cont.),70,0,0,    0,       0,     0.0,,,
37,68411,3732849,San Diego,Sweetwater Union High,Hilltop Senior High,493,110,22.3,    20.7,      59,    12.0,,,
37,68411,3733953,San Diego,Sweetwater Union High,Mar Vista Senior High,403,83,20.6,    18.9,      24,     6.0,,,
37,68411,3738226,San Diego,Sweetwater Union High,Sweetwater High,624,106,17,    18.0,      28,     4.5,,,
37,68411,3738234,San Diego,Sweetwater Union High,Montgomery Senior High,618,111,18,    19.1,      35,     5.7,,,
37,68452,3730728,San Diego,Vista Unified,Rancho Buena Vista High,670,89,13.3,    23.6,      64,     9.6,,,
