"County
Number","District
Number","School
Number","County
Name",District Name,School Name,Enrollment,Number tested,"Percent
tested","Average
score",Total scores above 21,Percent scores above 21,,,
30,66670,3035821,Orange,Santa Ana Unified,Saddleback High,620,33,5.3,    17.7,       7,     1.1,,,
30,66670,3036357,Orange,Santa Ana Unified,Santa Ana High,733,86,11.7,    17.7,      17,     2.3,,,
30,66670,3036456,Orange,Santa Ana Unified,Valley High,544,82,15.1,    17.2,      16,     2.9,,,
30,66670,6115133,Orange,Santa Ana Unified,Santa Ana Community Day,1,0,0,    0,       0,     0.0,,,
30,73635,3030061,Orange,Saddleback Valley Unified,El Toro High,544,87,16,    24.3,      66,    12.1,,,
30,73635,3030079,Orange,Saddleback Valley Unified,Silverado High (Cont.),136,0,0,    0,       0,     0.0,,,
30,73635,3030244,Orange,Saddleback Valley Unified,Laguna Hills High,486,75,15.4,    24.0,      50,    10.3,,,
30,73635,3030392,Orange,Saddleback Valley Unified,Trabuco Hills High,591,53,9,    24.9,      45,     7.6,,,
30,73635,3030509,Orange,Saddleback Valley Unified,Mira Monte High (Alternative),76,0,0,    0,       0,     0.0,,,
30,73635,3034956,Orange,Saddleback Valley Unified,Mission Viejo High,600,72,12,    23.7,      54,     9.0,,,
30,73635,6089510,Orange,Saddleback Valley Unified,Esperanza,56,0,0,    0,       0,     0.0,,,
30,73643,3030590,Orange,Tustin Unified,Sycamore High (Alt.),16,0,0,    0,       0,     0.0,,,
30,73643,3032109,Orange,Tustin Unified,Foothill High,502,92,18.3,    22.9,      67,    13.3,,,
30,73643,3032919,Orange,Tustin Unified,Hillview High (Cont.),20,0,0,    0,       0,     0.0,,,
30,73643,3037553,Orange,Tustin Unified,Tustin High,475,46,9.7,    21.3,      26,     5.5,,,
30,73650,3030129,Orange,Irvine Unified,S.E.L.F. Alternative High (Cont.),106,1,0.9,NA,NA,NA,,,
30,73650,3030152,Orange,Irvine Unified,Irvine High,452,41,9.1,    24.2,      31,     6.9,,,
30,73650,3030285,Orange,Irvine Unified,Woodbridge High,462,106,22.9,    24.0,      88,    19.0,,,
30,73650,3030467,Orange,Irvine Unified,San Joaquin High (Alt.),52,0,0,    0,       0,     0.0,,,
30,73650,3030657,Orange,Irvine Unified,Northwood High,391,34,8.7,    24.4,      28,     7.2,,,
30,73650,3035102,Orange,Irvine Unified,University High,556,34,6.1,    25.1,      29,     5.2,,,
30,73924,3030343,Orange,Los Alamitos Unified,Laurel High (Cont.),96,1,1,NA,NA,NA,,,
30,73924,3033917,Orange,Los Alamitos Unified,Los Alamitos High,638,115,18,    23.4,      86,    13.5,,,
31,10314,3130101,Placer,Placer Co. Office of Education,Honour Schaps/Alder Grover,24,0,0,    0,       0,     0.0,,,
31,10314,3130259,Placer,Placer Co. Office of Education,Placer County Community,18,0,0,    0,       0,     0.0,,,
31,10314,6069322,Placer,Placer Co. Office of Education,Special Education,27,0,0,    0,       0,     0.0,,,
31,66894,3130093,Placer,Placer Union High,Adolescent Day Treatment At Dewitt,1,0,0,    0,       0,     0.0,,,
31,66894,3130135,Placer,Placer Union High,Maidu High (Alt),159,0,0,    0,       0,     0.0,,,
31,66894,3131687,Placer,Placer Union High,Chana High (Cont.),68,0,0,    0,       0,     0.0,,,
31,66894,3131851,Placer,Placer Union High,Colfax High,217,45,20.7,    23.1,      33,    15.2,,,
31,66894,3132453,Placer,Placer Union High,Del Oro High,340,32,9.4,    22.6,      25,     7.4,,,
31,66894,3135704,Placer,Placer Union High,Placer High,395,42,10.6,    24.8,      34,     8.6,,,
31,66928,3130119,Placer,Roseville Joint Union High,Independence High (Alter.),204,0,0,    0,       0,     0.0,,,
31,66928,3130176,Placer,Roseville Joint Union High,Woodcreek High,483,41,8.5,    21.8,      25,     5.2,,,
31,66928,3130184,Placer,Roseville Joint Union High,Granite Bay High,477,103,21.6,    24.2,      80,    16.8,,,
31,66928,3130309,Placer,Roseville Joint Union High,Adelante High (Cont.),94,1,1.1,NA,NA,NA,,,
31,66928,3135308,Placer,Roseville Joint Union High,Oakmont High,293,25,8.5,    23.0,      20,     6.8,,,
31,66928,3136504,Placer,Roseville Joint Union High,Roseville High,332,30,9,    21.1,      18,     5.4,,,
31,66944,3130010,Placer,Tahoe-Truckee Joint Unified,North Tahoe High,105,34,32.4,    23.4,      26,    24.8,,,
31,66944,3130077,Placer,Tahoe-Truckee Joint Unified,Sierra High (Cont.),27,0,0,    0,       0,     0.0,,,
31,66944,3130192,Placer,Tahoe-Truckee Joint Unified,Cold Stream Alternative,7,0,0,    0,       0,     0.0,,,
31,66944,3130226,Placer,Tahoe-Truckee Joint Unified,Prosser Creek Charter,174,1,0.6,NA,NA,NA,,,
31,66944,3138500,Placer,Tahoe-Truckee Joint Unified,Tahoe Truckee High,184,55,29.9,    21.6,      31,    16.8,,,
31,66951,3130036,Placer,Western Placer Unified,Phoenix High (Cont.),12,0,0,    0,       0,     0.0,,,
31,66951,3130143,Placer,Western Placer Unified,Lincoln North High (Cont.),11,0,0,    0,       0,     0.0,,,
31,66951,3130168,Placer,Western Placer Unified,Horizon Instructional Systems Charter,282,5,1.8,NA,NA,NA,,,
31,66951,3134657,Placer,Western Placer Unified,Lincoln High (Char),199,7,3.5,NA,NA,NA,,,
31,66951,6031363,Placer,Western Placer Unified,Sheridan Charter,9,0,0,    0,       0,     0.0,,,
31,75085,3130150,Placer,Rocklin Unified,Rocklin High,482,106,22,    23.8,      81,    16.8,,,
31,75085,3130200,Placer,Rocklin Unified,Victory High (Cont),25,0,0,    0,       0,     0.0,,,
31,75085,3130218,Placer,Rocklin Unified,Rocklin Independent (Alternative),32,0,0,    0,       0,     0.0,,,
32,66969,3230026,Plumas,Plumas Unified,Sierra High (Cont.),8,0,0,    0,       0,     0.0,,,
32,66969,3230034,Plumas,Plumas Unified,Almanor High (Cont.),12,0,0,    0,       0,     0.0,,,
32,66969,3230042,Plumas,Plumas Unified,Beckwourth (Jim) High (Cont.),2,0,0,    0,       0,     0.0,,,
32,66969,3230059,Plumas,Plumas Unified,Indian Valley High (Cont.),5,0,0,    0,       0,     0.0,,,
32,66969,3230083,Plumas,Plumas Unified,Plumas Charter #146,22,0,0,    0,       0,     0.0,,,
32,66969,3232006,Plumas,Plumas Unified,Chester Junior-Senior High,45,0,0,    0,       0,     0.0,,,
32,66969,3233509,Plumas,Plumas Unified,Greenville Junior-Senior High,29,2,6.9,NA,NA,NA,,,
32,66969,3235603,Plumas,Plumas Unified,Portola High,76,3,3.9,NA,NA,NA,,,
32,66969,3236007,Plumas,Plumas Unified,Quincy Junior-Senior High,87,7,8,NA,NA,NA,,,
33,10330,3330123,Riverside,Riverside Co. Office of Education,Riverside County Juvenile Court,96,0,0,    0,       0,     0.0,,,
33,10330,3330404,Riverside,Riverside Co. Office of Education,Alternative/Opportunity,177,0,0,    0,       0,     0.0,,,
33,10330,3330891,Riverside,Riverside Co. Office of Education,Indio Charter,4,0,0,    0,       0,     0.0,,,
33,10330,3331055,Riverside,Riverside Co. Office of Education,Riverside County Community,100,0,0,    0,       0,     0.0,,,
33,31625,3330834,Riverside,Calif. School for the Deaf,Calif School for the Deaf,49,22,44.9,    14.0,       1,     2.0,,,
33,66977,3330008,Riverside,Alvord Unified,La Sierra High,561,81,14.4,    20.1,      35,     6.2,,,
33,66977,3334299,Riverside,Alvord Unified,Norte Vista High,551,27,4.9,    18.4,       8,     1.5,,,
33,66977,3337128,Riverside,Alvord Unified,Alvord Continuation High,95,0,0,    0,       0,     0.0,,,
33,66985,3330214,Riverside,Banning Unified,Banning High,209,15,7.2,    19.0,       6,     2.9,,,
33,66985,3330222,Riverside,Banning Unified,New Horizon High (Cont.),6,0,0,    0,       0,     0.0,,,
33,66985,3330974,Riverside,Banning Unified,Banning Independent Study,14,0,0,    0,       0,     0.0,,,
33,66993,3330461,Riverside,Beaumont Unified,San Andreas High (Cont.),1,0,0,    0,       0,     0.0,,,
33,66993,3330479,Riverside,Beaumont Unified,Beaumont Senior High,214,6,2.8,NA,NA,NA,,,
33,66993,3330826,Riverside,Beaumont Unified,Stewart (Laura May) Performance School,16,0,0,    0,       0,     0.0,,,
33,67033,3330131,Riverside,Corona-Norco Unified,Corona-Norco Alternative,58,0,0,    0,       0,     0.0,,,
33,67033,3330446,Riverside,Corona-Norco Unified,Centennial High,423,88,20.8,    20.2,      42,     9.9,,,
33,67033,3330586,Riverside,Corona-Norco Unified,Buena Vista High (Cont.),322,0,0,    0,       0,     0.0,,,
33,67033,3330594,Riverside,Corona-Norco Unified,Centennial Vista High (Cont.),56,0,0,    0,       0,     0.0,,,
33,67033,3330602,Riverside,Corona-Norco Unified,Corona Vista High (Cont.),6,0,0,    0,       0,     0.0,,,
33,67033,3330610,Riverside,Corona-Norco Unified,Norco Vista High (Cont.),53,0,0,    0,       0,     0.0,,,
33,67033,3330701,Riverside,Corona-Norco Unified,Santiago High,822,129,15.7,    21.3,      74,     9.0,,,
33,67033,3330941,Riverside,Corona-Norco Unified,Phoenix High School (Community Day),35,0,0,    0,       0,     0.0,,,
33,67033,3331600,Riverside,Corona-Norco Unified,Corona Senior High,529,56,10.6,    18.1,      15,     2.8,,,
33,67033,3334232,Riverside,Corona-Norco Unified,Norco High,504,45,8.9,    19.9,      19,     3.8,,,
33,67033,6068753,Riverside,Corona-Norco Unified,Victress Bower School for Exceptional Studies,22,0,0,    0,       0,     0.0,,,
33,67058,3330388,Riverside,Desert Sands Unified,Palm Desert High,388,45,11.6,    23.3,      36,     9.3,,,
33,67058,3330669,Riverside,Desert Sands Unified,La Quinta High,448,76,17,    20.4,      34,     7.6,,,
33,67058,3330909,Riverside,Desert Sands Unified,Horizon School,126,0,0,    0,       0,     0.0,,,
33,67058,3331113,Riverside,Desert Sands Unified,Amistad High (Cont.),71,0,0,    0,       0,     0.0,,,
33,67058,3333192,Riverside,Desert Sands Unified,Indio High,477,35,7.3,    18.2,      12,     2.5,,,
33,67082,3330065,Riverside,Hemet Unified,Alessandro High (Cont.),22,0,0,    0,       0,     0.0,,,
33,67082,3330453,Riverside,Hemet Unified,Hamilton K-12,86,2,2.3,NA,NA,NA,,,
33,67082,3330503,Riverside,Hemet Unified,Jackson (Helen Hunt) Alternative High,41,0,0,    0,       0,     0.0,,,
33,67082,3330537,Riverside,Hemet Unified,West Valley High,534,5,0.9,NA,NA,NA,,,
33,67082,3330768,Riverside,Hemet Unified,Hemet Ed. Learning Ctr. (Community Day),2,0,0,    0,       0,     0.0,,,
33,67082,3332673,Riverside,Hemet Unified,Hemet Senior High,507,14,2.8,    23.0,       9,     1.8,,,
33,67090,3330412,Riverside,Jurupa Unified,Jurupa Valley High,547,20,3.7,    20.2,       7,     1.3,,,
33,67090,3330784,Riverside,Jurupa Unified,Steps Community Day,7,0,0,    0,       0,     0.0,,,
33,67090,3334687,Riverside,Jurupa Unified,Nueva Vista Continuation High,153,0,0,    0,       0,     0.0,,,
33,67090,3337136,Riverside,Jurupa Unified,Rubidoux High,532,21,3.9,    18.6,       7,     1.3,,,
33,67124,3330396,Riverside,Moreno Valley Unified,Canyon Springs High,567,46,8.1,    21.4,      24,     4.2,,,
33,67124,3330438,Riverside,Moreno Valley Unified,Valley View High,597,24,4,    20.3,      12,     2.0,,,
33,67124,3330685,Riverside,Moreno Valley Unified,Moreno Valley Comm. Learning Ctr. (Char),1,0,0,    0,       0,     0.0,,,
33,67124,3330800,Riverside,Moreno Valley Unified,Bayside Community Day,14,0,0,    0,       0,     0.0,,,
33,67124,3330958,Riverside,Moreno Valley Unified,March Valley,46,0,0,    0,       0,     0.0,,,
33,67124,3333762,Riverside,Moreno Valley Unified,March Mountain High (Cont),87,0,0,    0,       0,     0.0,,,
33,67124,3333770,Riverside,Moreno Valley Unified,Moreno Valley High,630,18,2.9,    18.9,       8,     1.3,,,
33,67173,3330578,Riverside,Palm Springs Unified,Cathedral City High,508,5,1,NA,NA,NA,,,
33,67173,3330628,Riverside,Palm Springs Unified,Las Brisas High (Cont.),2,0,0,    0,       0,     0.0,,,
33,67173,3330818,Riverside,Palm Springs Unified,Desert Hot Springs High,224,17,7.6,    21.6,      11,     4.9,,,
33,67173,3331121,Riverside,Palm Springs Unified,Mount San Jacinto High (Cont.),68,0,0,    0,       0,     0.0,,,
33,67173,3335130,Riverside,Palm Springs Unified,Palm Springs High,341,37,10.9,    24.0,      31,     9.1,,,
33,67181,3331139,Riverside,Palo Verde Unified,Twin Palms Continuation,60,0,0,    0,       0,     0.0,,,
33,67181,3335759,Riverside,Palo Verde Unified,Palo Verde High,184,18,9.8,    23.4,      13,     7.1,,,
33,67207,3330172,Riverside,Perris Union High,Perris Lake High (Cont.),214,0,0,    0,       0,     0.0,,,
33,67207,3330693,Riverside,Perris Union High,Choice 2000 On-Line,38,0,0,    0,       0,     0.0,,,
33,67207,3330727,Riverside,Perris Union High,Paloma Valley High,430,18,4.2,    22.0,      12,     2.8,,,
33,67207,3330776,Riverside,Perris Union High,Perris Union High Community Day,41,0,0,    0,       0,     0.0,,,
33,67207,3335973,Riverside,Perris Union High,Perris High,473,14,3,    20.6,       6,     1.3,,,
33,67215,3330024,Riverside,Riverside Unified,Arlington High,407,68,16.7,    19.7,      28,     6.9,,,
33,67215,3330362,Riverside,Riverside Unified,Riverside Unified Independent Study,144,0,0,    0,       0,     0.0,,,
33,67215,3330511,Riverside,Riverside Unified,Riverside Unified Opportunity,3,0,0,    0,       0,     0.0,,,
33,67215,3330677,Riverside,Riverside Unified,Raincross High (Cont.),19,1,5.3,NA,NA,NA,,,
33,67215,3330859,Riverside,Riverside Unified,King (Martin Luther Jr.) High,500,60,12,    20.9,      28,     5.6,,,
33,67215,3330867,Riverside,Riverside Unified,Creative Options for Positive Education (COPE),3,0,0,    0,       0,     0.0,,,
33,67215,3334406,Riverside,Riverside Unified,North (John W.) High,501,98,19.6,    18.7,      33,     6.6,,,
33,67215,3336237,Riverside,Riverside Unified,Polytechnic High,541,68,12.6,    21.2,      35,     6.5,,,
33,67215,3336492,Riverside,Riverside Unified,Ramona High,409,24,5.9,    17.1,       4,     1.0,,,
33,67215,3336955,Riverside,Riverside Unified,Lincoln (Abraham) Continuation,37,0,0,    0,       0,     0.0,,,
33,67249,3337649,Riverside,San Jacinto Unified,Mountain View High (Cont.),101,0,0,    0,       0,     0.0,,,
33,67249,3337656,Riverside,San Jacinto Unified,San Jacinto Senior High,260,17,6.5,    18.5,       5,     1.9,,,
33,73676,3330032,Riverside,Coachella Valley Unified,La Familia Continuation High,15,0,0,    0,       0,     0.0,,,
33,73676,3330354,Riverside,Coachella Valley Unified,West Shores High,24,0,0,    0,       0,     0.0,,,
33,73676,3330990,Riverside,Coachella Valley Unified,Coachella Valley High,469,113,24.1,    15.8,      10,     2.1,,,
33,73676,3331048,Riverside,Coachella Valley Unified,Altenative Education center,7,0,0,    0,       0,     0.0,,,
33,75176,3330115,Riverside,Lake Elsinore Unified,Ortega High,107,0,0,    0,       0,     0.0,,,
33,75176,3330487,Riverside,Lake Elsinore Unified,Temescal Canyon High,615,62,10.1,    19.9,      26,     4.2,,,
33,75176,3330750,Riverside,Lake Elsinore Unified,Tri-Valley Community Day,11,0,0,    0,       0,     0.0,,,
33,75176,3330792,Riverside,Lake Elsinore Unified,Gordon Kiefer Independent Study,34,0,0,    0,       0,     0.0,,,
33,75176,3332350,Riverside,Lake Elsinore Unified,Elsinore High,495,25,5.1,    21.0,      13,     2.6,,,
33,75192,3330370,Riverside,Temecula Valley Unified,Temecula Valley High,688,28,4.1,    23.0,      20,     2.9,,,
33,75192,3330495,Riverside,Temecula Valley Unified,Rancho Vista High (Cont),156,0,0,    0,       0,     0.0,,,
33,75192,3330636,Riverside,Temecula Valley Unified,Temecula Valley Unif. Indep. Study High,224,0,0,    0,       0,     0.0,,,
33,75192,3330743,Riverside,Temecula Valley Unified,Chaparral High,563,73,13,    22.4,      47,     8.3,,,
33,75200,3330529,Riverside,Murrieta Valley Unified,Murrieta Valley High,848,82,9.7,    22.6,      60,     7.1,,,
33,75200,3330644,Riverside,Murrieta Valley Unified,Creekside High (Cont.),22,0,0,    0,       0,     0.0,,,
33,75242,3330552,Riverside,Val Verde Unified,Rancho Verde High,543,15,2.8,    20.4,       7,     1.3,,,
33,75242,3330560,Riverside,Val Verde Unified,Val Verde High (Cont),114,0,0,    0,       0,     0.0,,,
34,10348,3430428,Sacramento,Sacramento Co. Office of Education,Sacramento Juvenile Court Schools,39,0,0,    0,       0,     0.0,,,
34,10348,3430857,Sacramento,Sacramento Co. Office of Education,Sacramento County Community,23,0,0,    0,       0,     0.0,,,
34,10348,6069520,Sacramento,Sacramento Co. Office of Education,Special Education,95,0,0,    0,       0,     0.0,,,
34,32276,3430055,Sacramento,California Education Authority,Nagazyna (Madelyn) H.S.,90,0,0,    0,       0,     0.0,,,
34,67314,3430170,Sacramento,Elk Grove Unified,Valley High,473,83,17.5,    18.0,      19,     4.0,,,
34,67314,3430311,Sacramento,Elk Grove Unified,Calvine High (Cont.),173,0,0,    0,       0,     0.0,,,
34,67314,3430329,Sacramento,Elk Grove Unified,Rio Cazadero High (Cont.),226,1,0.4,NA,NA,NA,,,
34,67314,3430352,Sacramento,Elk Grove Unified,Las Flores High (Alter.),231,0,0,    0,       0,     0.0,,,
34,67314,3430477,Sacramento,Elk Grove Unified,Florin High,505,83,16.4,    18.7,      25,     5.0,,,
34,67314,3430592,Sacramento,Elk Grove Unified,Laguna Creek High,720,107,14.9,    22.4,      62,     8.6,,,
34,67314,3430618,Sacramento,Elk Grove Unified,Sheldon High,655,105,16,    22.3,      65,     9.9,,,
34,67314,3430725,Sacramento,Elk Grove Unified,Elk Grove Community Day,4,0,0,    0,       0,     0.0,,,
34,67314,3430733,Sacramento,Elk Grove Unified,Capital Community Day,5,0,0,    0,       0,     0.0,,,
34,67314,3432002,Sacramento,Elk Grove Unified,Daylor (William) High (Cont.),137,1,0.7,NA,NA,NA,,,
34,67314,3432572,Sacramento,Elk Grove Unified,Elk Grove High,560,120,21.4,    22.4,      66,    11.8,,,
34,67314,6112254,Sacramento,Elk Grove Unified,Elk Grove Charter,44,0,0,    0,       0,     0.0,,,
34,67330,3430501,Sacramento,Folsom-Cordova Unified,Walnutwood High (Alter.),62,0,0,    0,       0,     0.0,,,
34,67330,3430667,Sacramento,Folsom-Cordova Unified,Mather Youth Academy (Commun. Day),2,0,0,    0,       0,     0.0,,,
34,67330,3430709,Sacramento,Folsom-Cordova Unified,Folsom Lake High (Cont.),42,0,0,    0,       0,     0.0,,,
34,67330,3431533,Sacramento,Folsom-Cordova Unified,Cordova High,417,43,10.3,    21.7,      27,     6.5,,,
34,67330,3433216,Sacramento,Folsom-Cordova Unified,Folsom High,580,42,7.2,    23.5,      29,     5.0,,,
34,67330,3434792,Sacramento,Folsom-Cordova Unified,Kinney High (Cont.),109,0,0,    0,       0,     0.0,,,
34,67330,6033195,Sacramento,Folsom-Cordova Unified,Kitty Hawk,4,0,0,    0,       0,     0.0,,,
34,67330,6033237,Sacramento,Folsom-Cordova Unified,Reymouth TMR,13,0,0,    0,       0,     0.0,,,
34,67355,3432903,Sacramento,Galt Joint Union High,Estrellita Continuation High,70,0,0,    0,       0,     0.0,,,
34,67355,3433471,Sacramento,Galt Joint Union High,Galt High,389,54,13.9,    20.5,      22,     5.7,,,
34,67363,3430261,Sacramento,Grant Joint Union High,Pacific High (Cont.),31,0,0,    0,       0,     0.0,,,
34,67363,3430634,Sacramento,Grant Joint Union High,Keema (Elwood J.) High (Alt.),139,0,0,    0,       0,     0.0,,,
34,67363,3430881,Sacramento,Grant Joint Union High,Vista Nueva Career & Technology High School,21,0,0,    0,       0,     0.0,,,
34,67363,3433265,Sacramento,Grant Joint Union High,Foothill High,309,26,8.4,    20.4,      14,     4.5,,,
34,67363,3433794,Sacramento,Grant Joint Union High,Grant Union High,374,66,17.6,    16.5,       8,     2.1,,,
34,67363,3434370,Sacramento,Grant Joint Union High,Highlands High,237,25,10.5,    19.6,      11,     4.6,,,
34,67363,3436979,Sacramento,Grant Joint Union High,Rio Linda High,381,36,9.4,    20.9,      20,     5.2,,,
34,67413,3430469,Sacramento,River Delta Joint Unified,River Delta High/Elem (Alternative),19,0,0,    0,       0,     0.0,,,
34,67413,3430550,Sacramento,River Delta Joint Unified,Mokelumne High (Continuation),6,0,0,    0,       0,     0.0,,,
34,67413,4835302,Sacramento,River Delta Joint Unified,Rio Vista High,90,8,8.9,NA,NA,NA,,,
34,67413,5731708,Sacramento,River Delta Joint Unified,Delta High,59,4,6.8,NA,NA,NA,,,
34,67439,3430154,Sacramento,Sacramento City Unified,American Legion High (Cont.),18,0,0,    0,       0,     0.0,,,
34,67439,3430519,Sacramento,Sacramento City Unified,Capital City (Independent Study),123,0,0,    0,       0,     0.0,,,
34,67439,3430832,Sacramento,Sacramento City Unified,SCUSD CHESS Academy Community Day,4,0,0,    0,       0,     0.0,,,
34,67439,3430865,Sacramento,Sacramento City Unified,West Campus Hiram Johnson,160,36,22.5,    21.3,      21,    13.1,,,
34,67439,3431012,Sacramento,Sacramento City Unified,Burbank (Luther) High,400,77,19.3,    18.3,      19,     4.8,,,
34,67439,3434636,Sacramento,Sacramento City Unified,Johnson (Hiram W.) High,478,35,7.3,    19.0,      11,     2.3,,,
34,67439,3434768,Sacramento,Sacramento City Unified,Kennedy (John F.) High,560,87,15.5,    21.3,      55,     9.8,,,
34,67439,3434826,Sacramento,Sacramento City Unified,Marshall (Thurgood) (Alt),7,0,0,    0,       0,     0.0,,,
34,67439,3435419,Sacramento,Sacramento City Unified,McClatchy (C.K.) High,505,57,11.3,    23.1,      37,     7.3,,,
34,67439,3437555,Sacramento,Sacramento City Unified,Sacramento High,372,63,16.9,    18.5,      19,     5.1,,,
34,67447,3430048,Sacramento,San Juan Unified,Mesa Verde High,289,7,2.4,NA,NA,NA,,,
34,67447,3430097,Sacramento,San Juan Unified,La Entrada Continuation High,71,0,0,    0,       0,     0.0,,,
34,67447,3430386,Sacramento,San Juan Unified,El Sereno Alternative Educ. (Altern.),171,0,0,    0,       0,     0.0,,,
34,67447,3430394,Sacramento,San Juan Unified,La Vista Center,22,0,0,    0,       0,     0.0,,,
34,67447,3430402,Sacramento,San Juan Unified,Sierra Nueva High (Cont.),34,0,0,    0,       0,     0.0,,,
34,67447,3430493,Sacramento,San Juan Unified,Bella Vista High,431,78,18.1,    24.1,      60,    13.9,,,
34,67447,3430691,Sacramento,San Juan Unified,Options for Youth-San Juan Charter,45,0,0,    0,       0,     0.0,,,
34,67447,3430717,Sacramento,San Juan Unified,Visions In Education,1054,0,0,    0,       0,     0.0,,,
34,67447,3430758,Sacramento,San Juan Unified,San Juan Choices Charter,75,0,0,    0,       0,     0.0,,,
34,67447,3431111,Sacramento,San Juan Unified,Casa Roble Fundamental High,402,27,6.7,    22.3,      19,     4.7,,,
34,67447,3432051,Sacramento,San Juan Unified,Del Campo High,412,50,12.1,    23.1,      36,     8.7,,,
34,67447,3432317,Sacramento,San Juan Unified,El Camino Fundamental High,351,55,15.7,    23.7,      41,    11.7,,,
34,67447,3432838,Sacramento,San Juan Unified,Encina High,172,13,7.6,    17.9,       4,     2.3,,,
34,67447,3435930,Sacramento,San Juan Unified,Mira Loma High,334,47,14.1,    25.9,      39,    11.7,,,
34,67447,3436714,Sacramento,San Juan Unified,Rio Americano High,439,83,18.9,    25.8,      71,    16.2,,,
34,67447,3438504,Sacramento,San Juan Unified,San Juan High,221,8,3.6,NA,NA,NA,,,
34,67447,6034664,Sacramento,San Juan Unified,Ruff (Laurel) Center,23,0,0,    0,       0,     0.0,,,
34,67447,6034938,Sacramento,San Juan Unified,Richardson (Ralph) Center,20,0,0,    0,       0,     0.0,,,
34,67447,6104244,Sacramento,San Juan Unified,Valley Oaks,2,0,0,    0,       0,     0.0,,,
34,73973,3430378,Sacramento,Center Joint Unified,Center High,352,37,10.5,    21.4,      20,     5.7,,,
34,73973,3430451,Sacramento,Center Joint Unified,McClellan High (Cont.),17,0,0,    0,       0,     0.0,,,
34,73973,3430816,Sacramento,Center Joint Unified,Antelope View Home Charter,26,0,0,    0,       0,     0.0,,,
34,75283,3430584,Sacramento,Natomas Unified,Natomas High,320,24,7.5,    19.6,      11,     3.4,,,
34,75283,3430626,Sacramento,Natomas Unified,Discovery High (Cont.),24,0,0,    0,       0,     0.0,,,
34,75283,3430659,Sacramento,Natomas Unified,Natomas Charter #19,104,9,8.7,NA,NA,NA,,,
35,10355,3530037,San Benito,San Benito Co. Office of Education,Alternative/Opportunity,2,0,0,    0,       0,     0.0,,,
35,10355,3530045,San Benito,San Benito Co. Office of Education,Juvenile Hall/Community,7,0,0,    0,       0,     0.0,,,
35,67538,3530029,San Benito,San Benito High,San Andreas Continuation High,54,0,0,    0,       0,     0.0,,,
35,67538,3537008,San Benito,San Benito High,San Benito High,483,59,12.2,    21.8,      34,     7.0,,,
35,75259,3530060,San Benito,Aromas/San Juan Unified,Anzar High,58,0,0,    0,       0,     0.0,,,
36,10363,3630431,San Bernardino,San Bernardino Co. Off. of Education,Juvenile Hall/Community,59,0,0,    0,       0,     0.0,,,
36,10363,3630969,San Bernardino,San Bernardino Co. Off. of Education,Desert Mountain Community Day,2,0,0,    0,       0,     0.0,,,
36,10363,3630977,San Bernardino,San Bernardino Co. Off. of Education,East Valley Community Day,9,0,0,    0,       0,     0.0,,,
36,10363,3630985,San Bernardino,San Bernardino Co. Off. of Education,West End Community Day,42,0,0,    0,       0,     0.0,,,
36,10363,3631165,San Bernardino,San Bernardino Co. Off. of Education,Dorothy Gibson County High School,12,0,0,    0,       0,     0.0,,,
36,10363,6069348,San Bernardino,San Bernardino Co. Off. of Education,Special Education,187,0,0,    0,       0,     0.0,,,
36,32276,3638459,San Bernardino,San Bernardino Co Cya Dis,Egan (Lyle) High School,169,0,0,    0,       0,     0.0,,,
36,67611,3630712,San Bernardino,Barstow Unified,Central High (Cont.),69,0,0,    0,       0,     0.0,,,
36,67611,3630803,San Bernardino,Barstow Unified,Barstow High,349,8,2.3,NA,NA,NA,,,
36,67637,3630290,San Bernardino,Bear Valley Unified,Chautauqua High (Cont.),27,0,0,    0,       0,     0.0,,,
36,67637,3631066,San Bernardino,Bear Valley Unified,Big Bear High,188,18,9.6,    22.1,      11,     5.9,,,
36,67652,3630225,San Bernardino,Chaffey Joint Union High,Alta Loma High,613,19,3.1,    21.5,      11,     1.8,,,
36,67652,3630373,San Bernardino,Chaffey Joint Union High,Etiwanda High,879,48,5.5,    21.2,      26,     3.0,,,
36,67652,3630571,San Bernardino,Chaffey Joint Union High,Rancho Cucamonga High,667,35,5.2,    20.8,      16,     2.4,,,
36,67652,3630845,San Bernardino,Chaffey Joint Union High,Chaffey Community Day,7,0,0,    0,       0,     0.0,,,
36,67652,3630860,San Bernardino,Chaffey Joint Union High,Canyon View High (Cont),105,0,0,    0,       0,     0.0,,,
36,67652,3632205,San Bernardino,Chaffey Joint Union High,Chaffey High,795,18,2.3,    21.1,       8,     1.0,,,
36,67652,3633906,San Bernardino,Chaffey Joint Union High,Montclair High,654,26,4,    18.7,       9,     1.4,,,
36,67652,3634482,San Bernardino,Chaffey Joint Union High,Ontario High,663,22,3.3,    20.5,      12,     1.8,,,
36,67652,3637659,San Bernardino,Chaffey Joint Union High,Valley View High (Cont.),469,0,0,    0,       0,     0.0,,,
36,67678,3630035,San Bernardino,Chino Valley Unified,Don Antonio Lugo High,543,53,9.8,    19.6,      16,     2.9,,,
36,67678,3630522,San Bernardino,Chino Valley Unified,Ayala (Ruben S.) High,902,45,5,    22.5,      30,     3.3,,,
36,67678,3631181,San Bernardino,Chino Valley Unified,Chino Valley Learning Academy,3,0,0,    0,       0,     0.0,,,
